FechaHora;Temp;Humedad;Gas;Ph;TempAmbiente;HumedadAmbiente
30/8/2025 8:01;19.11;99.45;79.54;6.76;11.51;81.34
30/8/2025 8:11;19.29;99.15;79.34;6.75;11.67;81.17
30/8/2025 8:21;19.45;98.86;79.4;6.75;11.85;80.99
30/8/2025 8:31;19.61;98.56;79.48;6.75;12.02;80.86
30/8/2025 8:41;19.76;98.25;79.62;6.75;12.22;80.71
30/8/2025 8:51;19.9;97.96;79.63;6.75;12.45;80.51
30/8/2025 9:01;20.09;97.68;79.69;6.75;12.69;80.21
30/8/2025 9:11;20.29;97.44;79.91;6.75;12.91;79.94
30/8/2025 9:21;20.48;97.21;79.92;6.75;13.16;79.62
30/8/2025 9:31;20.67;96.91;79.83;6.75;13.4;79.28
30/8/2025 9:41;20.85;96.65;79.56;6.75;13.63;78.95
30/8/2025 9:51;21.04;96.38;79.3;6.76;13.85;78.67
30/8/2025 10:01;21.23;96.15;79.1;6.76;14.06;78.36
30/8/2025 10:11;21.4;95.86;78.83;6.76;14.26;78.12
30/8/2025 10:21;21.58;95.51;78.47;6.77;14.46;77.93
30/8/2025 10:31;21.73;95.19;78.25;6.77;14.61;77.82
30/8/2025 10:41;21.88;94.83;77.97;6.77;14.75;77.65
30/8/2025 10:51;22.06;94.45;77.65;6.77;14.87;77.5
30/8/2025 11:01;22.22;94.04;77.03;6.77;14.99;77.35
30/8/2025 11:11;22.39;93.57;76.46;6.78;15.12;77.24
30/8/2025 11:21;22.55;93.25;75.94;6.78;15.26;77.14
30/8/2025 11:31;22.72;92.95;75.51;6.78;15.34;77.04
30/8/2025 11:41;22.87;92.68;75.09;6.79;15.44;76.92
30/8/2025 11:51;23.02;92.39;74.99;6.8;15.54;76.83
30/8/2025 12:01;23.15;92.15;75.04;6.8;15.63;76.75
30/8/2025 12:11;23.24;92.02;75.14;6.81;15.73;76.69
30/8/2025 12:21;23.3;91.89;75.07;6.81;15.77;76.61
30/8/2025 12:31;23.36;91.87;74.9;6.81;15.84;76.55
30/8/2025 12:41;23.38;91.86;74.61;6.81;15.94;76.52
30/8/2025 12:51;23.38;91.83;74.18;6.81;15.97;76.45
30/8/2025 13:01;23.37;91.84;73.41;6.81;15.99;76.35
30/8/2025 13:11;23.37;91.77;72.66;6.8;16.01;76.25
30/8/2025 13:21;23.34;91.71;72.15;6.8;16.0;76.15
30/8/2025 13:31;23.3;91.6;72.17;6.8;15.98;75.96
30/8/2025 13:41;23.3;91.51;72.33;6.79;15.93;75.81
30/8/2025 13:51;23.29;91.42;72.7;6.79;15.86;75.7
30/8/2025 14:01;23.27;91.31;73.25;6.79;15.79;75.5
30/8/2025 14:11;23.25;91.24;73.76;6.79;15.73;75.25
30/8/2025 14:21;23.23;91.07;74.24;6.78;15.66;75.05
30/8/2025 14:31;23.19;90.88;74.46;6.78;15.57;74.84
30/8/2025 14:41;23.14;90.78;74.59;6.78;15.47;74.71
30/8/2025 14:51;23.08;90.7;74.7;6.77;15.37;74.6
30/8/2025 15:01;23.01;90.59;74.84;6.76;15.25;74.62
30/8/2025 15:11;22.89;90.55;75.15;6.76;15.15;74.58
30/8/2025 15:21;22.75;90.58;75.53;6.75;15.01;74.58
30/8/2025 15:31;22.64;90.68;75.94;6.75;14.86;74.65
30/8/2025 15:41;22.5;90.85;76.57;6.75;14.68;74.77
30/8/2025 15:51;22.38;90.98;77.22;6.74;14.52;74.92
30/8/2025 16:01;22.27;91.11;77.85;6.74;14.32;75.14
30/8/2025 16:11;22.17;91.35;78.48;6.74;14.16;75.36
30/8/2025 16:21;22.06;91.65;78.93;6.74;13.97;75.57
30/8/2025 16:31;21.97;92.02;79.51;6.75;13.79;75.74
30/8/2025 16:41;21.91;92.42;80.03;6.75;13.63;75.99
30/8/2025 16:51;21.86;92.85;80.39;6.76;13.46;76.26
30/8/2025 17:01;21.79;93.23;80.47;6.76;13.31;76.56
30/8/2025 17:11;21.73;93.57;80.5;6.76;13.13;76.93
30/8/2025 17:21;21.64;93.86;80.5;6.76;12.92;77.26
30/8/2025 17:31;21.55;94.11;80.41;6.77;12.73;77.6
30/8/2025 17:41;21.46;94.39;80.0;6.76;12.54;77.9
30/8/2025 17:51;21.37;94.66;79.69;6.76;12.31;78.18
30/8/2025 18:01;21.27;94.91;79.48;6.76;12.14;78.48
30/8/2025 18:11;21.16;95.19;79.46;6.76;11.99;78.7
30/8/2025 18:21;21.06;95.42;79.48;6.75;11.83;78.83
30/8/2025 18:31;20.98;95.58;79.19;6.75;11.66;78.95
30/8/2025 18:41;20.9;95.75;79.09;6.74;11.5;79.06
30/8/2025 18:51;20.81;95.91;79.15;6.74;11.36;79.2
30/8/2025 19:01;20.75;96.1;78.74;6.73;11.28;79.34
30/8/2025 19:11;20.69;96.31;78.32;6.73;11.18;79.52
30/8/2025 19:21;20.65;96.47;77.9;6.73;11.08;79.7
30/8/2025 19:31;20.62;96.63;77.43;6.73;11.01;79.83
30/8/2025 19:41;20.6;96.75;77.29;6.73;10.98;79.97
30/8/2025 19:51;20.55;96.81;76.94;6.73;10.91;80.15
30/8/2025 20:01;20.53;96.84;76.65;6.74;10.89;80.28
30/8/2025 20:11;20.5;96.87;76.69;6.74;10.85;80.38
30/8/2025 20:21;20.49;96.89;76.91;6.74;10.78;80.47
30/8/2025 20:31;20.46;96.94;76.99;6.74;10.72;80.48
30/8/2025 20:41;20.43;97.0;77.32;6.74;10.75;80.42
30/8/2025 20:51;20.41;97.09;77.5;6.74;10.76;80.25
30/8/2025 21:01;20.39;97.16;77.79;6.75;10.81;80.11
30/8/2025 21:11;20.39;97.27;78.12;6.75;10.83;79.97
30/8/2025 21:21;20.38;97.36;78.75;6.75;10.85;79.91
30/8/2025 21:31;20.34;97.48;79.09;6.75;10.85;79.93
30/8/2025 21:41;20.3;97.66;79.51;6.75;10.84;79.97
30/8/2025 21:51;20.28;97.85;79.75;6.75;10.79;79.95
30/8/2025 22:01;20.29;98.0;79.89;6.75;10.79;79.95
30/8/2025 22:11;20.29;98.2;79.79;6.75;10.73;79.92
30/8/2025 22:21;20.27;98.32;79.58;6.74;10.69;80.06
30/8/2025 22:31;20.25;98.41;79.36;6.74;10.67;80.17
30/8/2025 22:41;20.24;98.53;79.19;6.74;10.68;80.27
30/8/2025 22:51;20.24;98.64;78.89;6.74;10.68;80.3
30/8/2025 23:01;20.24;98.75;78.79;6.75;10.68;80.26
30/8/2025 23:11;20.22;98.91;79.12;6.75;10.61;80.22
30/8/2025 23:21;20.15;99.12;79.69;6.76;10.55;80.28
30/8/2025 23:31;20.05;99.29;80.5;6.76;10.23;80.33
30/8/2025 23:41;19.89;99.47;80.98;6.77;9.85;80.42
30/8/2025 23:51;19.68;99.67;81.5;6.77;9.47;80.5
31/8/2025 0:01;19.45;99.84;81.75;6.77;9.05;80.63
31/8/2025 0:11;19.19;100.07;82.09;6.77;8.61;80.78
31/8/2025 0:21;18.92;100.3;82.21;6.77;8.17;80.98
31/8/2025 0:31;18.65;100.52;82.3;6.76;7.74;81.15
31/8/2025 0:41;18.4;100.83;82.45;6.76;7.54;81.27
31/8/2025 0:51;18.19;101.12;82.62;6.76;7.32;81.38
31/8/2025 1:01;18.0;101.37;82.78;6.75;7.1;81.53
31/8/2025 1:11;18.0;101.61;83.17;6.74;6.91;81.72
31/8/2025 1:21;18.0;101.92;83.47;6.74;6.74;81.83
31/8/2025 1:31;18.0;102.17;83.83;6.74;6.55;81.91
31/8/2025 1:41;18.0;102.43;84.17;6.74;6.37;81.94
31/8/2025 1:51;18.0;102.65;84.28;6.74;6.15;81.87
31/8/2025 2:01;18.0;102.82;84.53;6.74;5.96;81.85
31/8/2025 2:11;18.0;102.94;84.68;6.74;5.76;81.87
31/8/2025 2:21;18.0;103.0;85.0;6.74;5.53;81.86
31/8/2025 2:31;18.0;103.05;85.32;6.74;5.28;81.91
31/8/2025 2:41;18.0;103.06;85.48;6.74;5.05;81.93
31/8/2025 2:51;18.0;103.04;85.36;6.75;4.86;81.9
31/8/2025 3:01;18.0;102.99;85.45;6.74;4.75;81.9
31/8/2025 3:11;18.0;102.8;85.67;6.74;4.63;81.9
31/8/2025 3:21;18.0;102.63;86.04;6.74;4.54;81.96
31/8/2025 3:31;18.0;102.35;86.35;6.74;4.46;81.92
31/8/2025 3:41;18.0;102.11;86.4;6.74;4.45;81.84
31/8/2025 3:51;18.0;101.84;86.54;6.75;4.46;81.76
31/8/2025 4:01;18.0;101.59;86.78;6.75;4.48;81.64
31/8/2025 4:11;18.0;101.34;86.68;6.75;4.5;81.5
31/8/2025 4:21;18.0;101.03;86.47;6.75;4.56;81.42
31/8/2025 4:31;18.0;100.74;86.46;6.74;4.67;81.29
31/8/2025 4:41;18.0;100.53;86.4;6.74;4.81;81.17
31/8/2025 4:51;18.0;100.33;86.31;6.74;4.94;81.06
31/8/2025 5:01;18.0;100.1;86.15;6.74;5.08;80.98
31/8/2025 5:11;18.0;99.82;86.16;6.73;5.25;80.88
31/8/2025 5:21;18.0;99.64;86.55;6.73;5.43;80.68
31/8/2025 5:31;18.0;99.47;86.57;6.72;5.65;80.47
31/8/2025 5:41;18.05;99.37;86.28;6.72;5.84;80.26
31/8/2025 5:51;18.16;99.31;85.95;6.73;6.02;79.98
31/8/2025 6:01;18.26;99.24;85.66;6.73;6.24;79.76
31/8/2025 6:11;18.35;99.16;85.46;6.73;6.46;79.54
31/8/2025 6:21;18.45;99.07;85.04;6.73;6.68;79.27
31/8/2025 6:31;18.56;98.92;84.37;6.74;6.91;79.05
31/8/2025 6:41;18.67;98.76;83.77;6.74;7.11;78.84
31/8/2025 6:51;18.78;98.68;83.31;6.75;7.32;78.62
31/8/2025 7:01;18.91;98.62;82.95;6.75;7.54;78.42
31/8/2025 7:11;19.06;98.52;82.85;6.76;7.75;78.18
31/8/2025 7:21;19.24;98.39;82.76;6.76;8.02;78.11
31/8/2025 7:31;19.44;98.28;82.73;6.76;8.25;77.99
31/8/2025 7:41;19.66;98.14;82.6;6.77;8.49;77.78
31/8/2025 7:51;19.85;98.0;82.79;6.77;8.75;77.67
31/8/2025 8:01;20.04;97.84;83.0;6.77;9.0;77.53
31/8/2025 8:11;20.22;97.74;83.08;6.77;9.26;77.42
31/8/2025 8:21;20.42;97.71;82.69;6.76;9.48;77.39
31/8/2025 8:31;20.62;97.75;82.34;6.76;9.67;77.28
31/8/2025 8:41;20.81;97.78;81.96;6.76;9.86;77.12
31/8/2025 8:51;20.98;97.8;81.58;6.75;10.01;76.93
31/8/2025 9:01;21.15;97.82;81.29;6.75;10.18;76.7
31/8/2025 9:11;21.29;97.87;80.92;6.75;10.35;76.62
31/8/2025 9:21;21.43;97.8;80.72;6.76;10.52;76.49
31/8/2025 9:31;21.58;97.72;81.11;6.76;10.73;76.37
31/8/2025 9:41;21.73;97.68;81.51;6.76;10.89;76.22
31/8/2025 9:51;21.87;97.6;82.15;6.76;11.08;76.15
31/8/2025 10:01;21.99;97.51;83.07;6.76;11.27;76.11
31/8/2025 10:11;22.11;97.31;83.9;6.76;11.45;76.12
31/8/2025 10:21;22.24;97.01;84.88;6.76;11.6;76.08
31/8/2025 10:31;22.37;96.71;85.7;6.76;11.74;76.07
31/8/2025 10:41;22.49;96.5;86.12;6.75;11.88;75.96
31/8/2025 10:51;22.61;96.31;86.51;6.75;12.09;75.82
31/8/2025 11:01;22.72;96.16;86.63;6.75;12.26;75.7
31/8/2025 11:11;22.84;96.08;86.65;6.74;12.46;75.66
31/8/2025 11:21;22.97;96.0;86.7;6.74;12.66;75.62
31/8/2025 11:31;23.1;95.92;86.34;6.74;12.89;75.54
31/8/2025 11:41;23.23;95.94;85.94;6.73;13.1;75.54
31/8/2025 11:51;23.34;95.95;85.64;6.73;13.28;75.49
31/8/2025 12:01;23.44;95.93;85.37;6.73;13.4;75.44
31/8/2025 12:11;23.55;95.89;85.36;6.72;13.47;75.42
31/8/2025 12:21;23.66;95.84;84.99;6.72;13.51;75.4
31/8/2025 12:31;23.74;95.75;84.58;6.72;13.59;75.32
31/8/2025 12:41;23.81;95.7;84.57;6.72;13.6;75.09
31/8/2025 12:51;23.87;95.53;84.58;6.72;13.67;74.83
31/8/2025 13:01;23.92;95.34;84.49;6.72;13.75;74.68
31/8/2025 13:11;23.94;95.16;84.26;6.72;13.83;74.5
31/8/2025 13:21;23.94;95.0;83.73;6.72;13.96;74.32
31/8/2025 13:31;23.95;94.81;83.52;6.72;14.04;74.24
31/8/2025 13:41;23.93;94.65;83.19;6.71;14.06;74.18
31/8/2025 13:51;23.92;94.53;82.77;6.71;14.1;74.12
31/8/2025 14:01;23.91;94.4;82.73;6.71;14.12;74.06
31/8/2025 14:11;23.88;94.3;82.78;6.71;14.1;74.11
31/8/2025 14:21;23.85;94.19;83.05;6.71;14.08;74.09
31/8/2025 14:31;23.8;94.07;83.52;6.71;14.09;74.05
31/8/2025 14:41;23.77;93.99;83.81;6.71;14.11;74.02
31/8/2025 14:51;23.73;93.96;84.11;6.71;14.17;74.04
31/8/2025 15:01;23.67;93.97;84.46;6.71;14.21;74.04
31/8/2025 15:11;23.62;93.95;84.67;6.71;14.27;74.02
31/8/2025 15:21;23.61;93.96;84.92;6.71;14.29;74.06
31/8/2025 15:31;23.58;93.98;85.04;6.7;14.3;74.21
31/8/2025 15:41;23.55;94.07;85.23;6.7;14.24;74.41
31/8/2025 15:51;23.51;94.24;85.28;6.7;14.19;74.59
31/8/2025 16:01;23.46;94.45;85.52;6.7;14.13;74.81
31/8/2025 16:11;23.42;94.63;85.71;6.7;14.06;74.98
31/8/2025 16:21;23.37;94.85;85.68;6.7;13.98;75.17
31/8/2025 16:31;23.34;95.12;85.66;6.71;13.9;75.34
31/8/2025 16:41;23.31;95.38;85.55;6.71;13.8;75.56
31/8/2025 16:51;23.24;95.62;85.27;6.71;13.71;75.82
31/8/2025 17:01;23.2;95.88;85.24;6.72;13.61;76.07
31/8/2025 17:11;23.14;96.17;85.1;6.72;13.48;76.25
31/8/2025 17:21;23.1;96.48;84.88;6.73;13.32;76.48
31/8/2025 17:31;23.07;96.77;84.93;6.73;13.16;76.65
31/8/2025 17:41;23.03;97.05;84.71;6.73;13.01;76.92
31/8/2025 17:51;23.0;97.31;84.44;6.73;12.91;77.14
31/8/2025 18:01;22.95;97.62;84.08;6.73;12.81;77.29
31/8/2025 18:11;22.89;97.86;83.8;6.74;12.73;77.44
31/8/2025 18:21;22.84;98.05;83.42;6.74;12.66;77.54
31/8/2025 18:31;22.77;98.28;82.96;6.74;12.61;77.63
31/8/2025 18:41;22.72;98.54;82.25;6.74;12.54;77.68
31/8/2025 18:51;22.65;98.81;81.65;6.74;12.52;77.68
31/8/2025 19:01;22.6;99.01;81.16;6.73;12.48;77.66
31/8/2025 19:11;22.54;99.14;80.73;6.73;12.47;77.59
31/8/2025 19:21;22.5;99.17;80.3;6.73;12.46;77.45
31/8/2025 19:31;22.47;99.17;79.91;6.73;12.45;77.41
31/8/2025 19:41;22.45;99.07;79.61;6.74;12.47;77.34
31/8/2025 19:51;22.4;99.03;79.25;6.74;12.49;77.29
31/8/2025 20:01;22.36;99.0;78.86;6.74;12.5;77.27
31/8/2025 20:11;22.32;99.0;78.43;6.74;12.47;77.25
31/8/2025 20:21;22.3;98.94;78.16;6.74;12.44;77.22
31/8/2025 20:31;22.27;98.8;77.8;6.74;12.39;77.2
31/8/2025 20:41;22.25;98.56;77.35;6.75;12.33;77.23
31/8/2025 20:51;22.22;98.37;76.89;6.74;12.3;77.35
31/8/2025 21:01;22.18;98.28;76.64;6.74;12.24;77.49
31/8/2025 21:11;22.14;98.28;76.65;6.74;12.15;77.61
31/8/2025 21:21;22.11;98.34;76.64;6.74;12.1;77.7
31/8/2025 21:31;22.09;98.41;76.72;6.74;12.02;77.7
31/8/2025 21:41;22.08;98.45;76.97;6.74;11.91;77.77
31/8/2025 21:51;22.05;98.51;77.36;6.74;11.83;77.87
31/8/2025 22:01;21.99;98.6;77.62;6.74;11.73;77.92
31/8/2025 22:11;21.92;98.72;77.88;6.74;11.66;78.0
31/8/2025 22:21;21.85;98.93;77.9;6.74;11.61;78.08
31/8/2025 22:31;21.79;99.25;77.92;6.74;11.51;78.14
31/8/2025 22:41;21.72;99.53;77.95;6.75;11.42;78.15
31/8/2025 22:51;21.63;99.8;77.9;6.75;11.38;78.18
31/8/2025 23:01;21.51;100.03;77.9;6.76;11.28;78.32
31/8/2025 23:11;21.37;100.3;78.23;6.76;11.19;78.44
31/8/2025 23:21;21.22;100.65;78.41;6.76;11.09;78.64
31/8/2025 23:31;21.09;100.93;78.66;6.76;10.85;78.99
31/8/2025 23:41;20.94;101.22;79.2;6.76;10.62;79.28
31/8/2025 23:51;20.78;101.45;79.54;6.76;10.4;79.5
1/9/2025 0:01;20.61;101.63;79.94;6.77;10.18;79.69
1/9/2025 0:11;20.41;101.79;80.39;6.77;9.95;80.02
1/9/2025 0:21;20.21;101.92;80.75;6.77;9.69;80.33
1/9/2025 0:31;20.02;102.06;81.23;6.78;9.41;80.61
1/9/2025 0:41;19.84;102.19;81.96;6.78;9.19;80.87
1/9/2025 0:51;19.65;102.33;82.53;6.78;8.98;81.07
1/9/2025 1:01;19.44;102.42;83.03;6.79;8.75;81.29
1/9/2025 1:11;19.24;102.42;83.49;6.79;8.52;81.53
1/9/2025 1:21;19.03;102.43;83.89;6.79;8.26;81.89
1/9/2025 1:31;18.82;102.41;84.22;6.79;7.99;82.32
1/9/2025 1:41;18.63;102.42;84.48;6.79;7.69;82.72
1/9/2025 1:51;18.46;102.53;84.53;6.79;7.46;83.11
1/9/2025 2:01;18.27;102.62;84.46;6.8;7.19;83.45
1/9/2025 2:11;18.09;102.68;84.46;6.79;6.9;83.76
1/9/2025 2:21;18.0;102.75;84.29;6.79;6.62;84.14
1/9/2025 2:31;18.0;102.79;83.92;6.79;6.37;84.44
1/9/2025 2:41;18.0;102.82;83.47;6.8;6.12;84.69
1/9/2025 2:51;18.0;102.9;83.01;6.8;5.92;84.89
1/9/2025 3:01;18.0;103.04;82.48;6.8;5.75;85.06
1/9/2025 3:11;18.0;103.2;82.24;6.8;5.64;85.18
1/9/2025 3:21;18.0;103.36;82.15;6.8;5.6;85.3
1/9/2025 3:31;18.0;103.52;82.36;6.8;5.56;85.41
1/9/2025 3:41;18.0;103.63;82.63;6.8;5.55;85.59
1/9/2025 3:51;18.0;103.64;82.87;6.81;5.58;85.68
1/9/2025 4:01;18.0;103.7;82.95;6.81;5.61;85.75
1/9/2025 4:11;18.0;103.68;83.14;6.81;5.64;85.74
1/9/2025 4:21;18.0;103.59;83.04;6.81;5.67;85.68
1/9/2025 4:31;18.0;103.58;83.05;6.82;5.73;85.57
1/9/2025 4:41;18.0;103.49;82.75;6.82;5.83;85.43
1/9/2025 4:51;18.0;103.36;82.5;6.82;5.98;85.26
1/9/2025 5:01;18.0;103.24;82.6;6.83;6.2;85.11
1/9/2025 5:11;18.0;103.13;82.89;6.83;6.42;84.97
1/9/2025 5:21;18.03;103.01;83.07;6.84;6.64;84.87
1/9/2025 5:31;18.21;102.88;83.44;6.84;6.89;84.75
1/9/2025 5:41;18.38;102.83;83.65;6.85;7.14;84.68
1/9/2025 5:51;18.54;102.68;84.03;6.85;7.36;84.63
1/9/2025 6:01;18.67;102.53;84.53;6.86;7.55;84.64
1/9/2025 6:11;18.81;102.4;84.97;6.86;7.69;84.6
1/9/2025 6:21;18.95;102.2;85.24;6.86;7.83;84.57
1/9/2025 6:31;19.09;102.02;85.44;6.86;7.99;84.48
1/9/2025 6:41;19.21;101.82;85.48;6.86;8.14;84.33
1/9/2025 6:51;19.33;101.59;85.65;6.87;8.31;84.19
1/9/2025 7:01;19.46;101.32;85.78;6.87;8.51;84.05
1/9/2025 7:11;19.6;101.06;85.59;6.86;8.77;83.81
1/9/2025 7:21;19.76;100.74;85.2;6.87;9.0;83.48
1/9/2025 7:31;19.96;100.4;85.2;6.86;9.28;83.13
1/9/2025 7:41;20.14;100.14;85.69;6.86;9.56;82.73
1/9/2025 7:51;20.33;99.91;86.3;6.86;9.85;82.33
1/9/2025 8:01;20.5;99.65;86.63;6.85;10.13;82.01
1/9/2025 8:11;20.68;99.34;86.94;6.84;10.39;81.72
1/9/2025 8:21;20.88;99.07;87.63;6.84;10.6;81.38
1/9/2025 8:31;21.08;98.81;88.23;6.83;10.85;81.06
1/9/2025 8:41;21.28;98.52;88.55;6.82;11.1;80.85
1/9/2025 8:51;21.45;98.22;88.8;6.81;11.33;80.66
1/9/2025 9:01;21.62;97.88;89.05;6.8;11.54;80.49
1/9/2025 9:11;21.8;97.54;89.59;6.8;11.74;80.49
1/9/2025 9:21;21.97;97.23;89.82;6.79;11.91;80.49
1/9/2025 9:31;22.13;96.9;89.76;6.79;12.05;80.43
1/9/2025 9:41;22.27;96.55;89.41;6.79;12.19;80.38
1/9/2025 9:51;22.38;96.28;89.13;6.78;12.33;80.38
1/9/2025 10:01;22.47;96.04;88.48;6.78;12.49;80.42
1/9/2025 10:11;22.56;95.77;87.79;6.78;12.67;80.48
1/9/2025 10:21;22.65;95.53;87.01;6.79;12.8;80.53
1/9/2025 10:31;22.76;95.29;86.67;6.79;12.96;80.56
1/9/2025 10:41;22.87;95.04;86.61;6.79;13.16;80.57
1/9/2025 10:51;22.99;94.84;86.9;6.79;13.35;80.59
1/9/2025 11:01;23.14;94.58;87.36;6.8;13.51;80.64
1/9/2025 11:11;23.32;94.37;87.78;6.79;13.66;80.72
1/9/2025 11:21;23.5;94.18;88.18;6.79;13.79;80.67
1/9/2025 11:31;23.68;94.03;88.36;6.79;13.97;80.61
1/9/2025 11:41;23.86;93.85;88.39;6.79;14.15;80.53
1/9/2025 11:51;24.04;93.7;88.23;6.78;14.32;80.55
1/9/2025 12:01;24.22;93.56;88.3;6.78;14.48;80.61
1/9/2025 12:11;24.4;93.43;88.33;6.78;14.62;80.61
1/9/2025 12:21;24.57;93.39;88.43;6.77;14.77;80.65
1/9/2025 12:31;24.73;93.45;88.48;6.77;14.91;80.7
1/9/2025 12:41;24.87;93.49;88.68;6.77;15.04;80.7
1/9/2025 12:51;24.99;93.6;88.85;6.77;15.11;80.74
1/9/2025 13:01;25.13;93.61;89.07;6.76;15.19;80.78
1/9/2025 13:11;25.25;93.61;89.15;6.76;15.26;80.83
1/9/2025 13:21;25.36;93.57;89.06;6.76;15.31;80.86
1/9/2025 13:31;25.44;93.48;88.97;6.76;15.35;80.81
1/9/2025 13:41;25.52;93.4;88.95;6.75;15.38;80.83
1/9/2025 13:51;25.6;93.31;89.16;6.75;15.4;80.78
1/9/2025 14:01;25.66;93.2;89.45;6.74;15.45;80.76
1/9/2025 14:11;25.69;93.12;89.79;6.74;15.49;80.83
1/9/2025 14:21;25.7;93.04;90.1;6.73;15.51;80.91
1/9/2025 14:31;25.66;93.02;90.35;6.73;15.49;81.01
1/9/2025 14:41;25.64;93.02;90.63;6.72;15.41;81.15
1/9/2025 14:51;25.6;93.07;90.7;6.72;15.35;81.31
1/9/2025 15:01;25.55;93.11;90.52;6.71;15.27;81.47
1/9/2025 15:11;25.46;93.21;90.11;6.71;15.12;81.65
1/9/2025 15:21;25.34;93.34;89.59;6.71;14.92;81.84
1/9/2025 15:31;25.22;93.46;89.22;6.71;14.72;82.0
1/9/2025 15:41;25.08;93.6;89.07;6.71;14.54;82.07
1/9/2025 15:51;24.92;93.71;89.01;6.71;14.4;82.21
1/9/2025 16:01;24.75;93.74;89.14;6.71;14.23;82.34
1/9/2025 16:11;24.58;93.79;89.44;6.71;14.03;82.46
1/9/2025 16:21;24.4;93.81;90.15;6.72;13.83;82.56
1/9/2025 16:31;24.22;93.9;90.88;6.72;13.65;82.71
1/9/2025 16:41;24.04;93.99;91.52;6.72;13.49;82.84
1/9/2025 16:51;23.86;94.1;92.13;6.73;13.31;82.96
1/9/2025 17:01;23.72;94.22;92.29;6.73;13.07;83.12
1/9/2025 17:11;23.6;94.35;92.27;6.73;12.84;83.33
1/9/2025 17:21;23.49;94.47;92.32;6.73;12.63;83.48
1/9/2025 17:31;23.41;94.61;92.4;6.73;12.51;83.62
1/9/2025 17:41;23.34;94.74;92.38;6.73;12.39;83.72
1/9/2025 17:51;23.28;94.89;92.21;6.74;12.26;83.85
1/9/2025 18:01;23.22;94.99;92.25;6.74;12.15;83.96
1/9/2025 18:11;23.15;95.13;92.64;6.74;12.02;84.03
1/9/2025 18:21;23.06;95.23;93.26;6.74;11.92;84.14
1/9/2025 18:31;22.95;95.34;93.86;6.74;11.84;84.23
1/9/2025 18:41;22.86;95.48;94.14;6.74;11.69;84.35
1/9/2025 18:51;22.76;95.57;94.76;6.74;11.57;84.55
1/9/2025 19:01;22.67;95.71;95.56;6.74;11.45;84.75
1/9/2025 19:11;22.56;95.82;96.06;6.75;11.37;85.01
1/9/2025 19:21;22.46;95.93;96.63;6.76;11.33;85.28
1/9/2025 19:31;22.36;96.12;97.04;6.76;11.28;85.59
1/9/2025 19:41;22.29;96.29;97.35;6.77;11.2;85.95
1/9/2025 19:51;22.23;96.48;97.84;6.78;11.13;86.0
1/9/2025 20:01;22.18;96.63;98.03;6.79;11.06;86.0
1/9/2025 20:11;22.14;96.75;98.26;6.8;10.98;86.0
1/9/2025 20:21;22.11;96.88;98.49;6.81;10.91;86.0
1/9/2025 20:31;22.07;96.99;98.47;6.81;10.81;86.0
1/9/2025 20:41;22.01;97.11;98.39;6.82;10.73;86.0
1/9/2025 20:51;21.95;97.14;98.15;6.82;10.69;86.0
1/9/2025 21:01;21.87;97.21;97.84;6.82;10.64;86.0
1/9/2025 21:11;21.76;97.29;97.65;6.83;10.56;86.0
1/9/2025 21:21;21.65;97.34;97.09;6.83;10.52;86.0
1/9/2025 21:31;21.55;97.44;96.59;6.83;10.45;86.0
1/9/2025 21:41;21.45;97.54;96.19;6.83;10.38;86.0
1/9/2025 21:51;21.34;97.67;95.85;6.83;10.3;86.0
1/9/2025 22:01;21.27;97.83;95.52;6.84;10.26;86.0
1/9/2025 22:11;21.21;97.94;95.13;6.84;10.24;86.0
1/9/2025 22:21;21.18;98.03;94.86;6.84;10.23;86.0
1/9/2025 22:31;21.14;98.11;94.96;6.84;10.22;86.0
1/9/2025 22:41;21.17;98.25;95.09;6.84;10.22;86.0
1/9/2025 22:51;21.15;98.31;95.17;6.84;10.25;86.0
1/9/2025 23:01;21.11;98.26;95.19;6.84;10.27;86.0
1/9/2025 23:11;21.01;97.68;95.21;6.84;10.24;86.0
1/9/2025 23:21;20.87;96.98;95.16;6.85;10.19;86.0
1/9/2025 23:31;20.71;96.19;95.04;6.84;9.81;85.31
1/9/2025 23:41;20.5;95.33;94.63;6.84;9.41;84.07
1/9/2025 23:51;20.24;94.39;94.16;6.84;9.01;82.85
2/9/2025 0:01;19.97;93.46;93.99;6.84;8.61;81.62
2/9/2025 0:11;19.68;92.52;94.06;6.84;8.21;80.33
2/9/2025 0:21;19.4;91.63;93.97;6.84;7.79;79.11
2/9/2025 0:31;19.15;90.72;93.92;6.84;7.36;77.86
2/9/2025 0:41;18.92;89.86;93.79;6.84;7.23;76.63
2/9/2025 0:51;18.71;88.99;93.76;6.83;7.04;76.94
2/9/2025 1:01;18.51;88.61;93.74;6.83;6.84;77.23
2/9/2025 1:11;18.32;88.31;93.43;6.83;6.61;77.44
2/9/2025 1:21;18.16;88.08;93.0;6.82;6.4;77.65
2/9/2025 1:31;18.01;87.9;92.81;6.82;6.2;77.81
2/9/2025 1:41;18.0;87.81;92.86;6.82;6.0;78.08
2/9/2025 1:51;18.0;87.71;93.17;6.82;5.78;78.25
2/9/2025 2:01;18.0;87.66;93.77;6.81;5.58;78.45
2/9/2025 2:11;18.0;87.58;94.31;6.81;5.42;78.57
